timestamp,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,roc_auc,train_log_loss,val_log_loss,roc_auc_gap,model_filename,symbol,features,num_features,parameters
2025-02-15 19:32:41,0.8763796909492274,0.8881431767337807,0.8822222222222222,0.910394265232975,0.900709219858156,0.9055258467023173,0.9608223459787075,0.11062458295845416,0.2670972904921957,0.038882024432592366,models/buy_model_20250215_193241.txt,GLD,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.09698611316764015, ""max_depth"": 11, ""min_data_in_leaf"": 35, ""min_sum_hessian_in_leaf"": 7, ""num_leaves"": 181}"
2025-02-15 19:36:25,0.8478260869565217,0.6985074626865672,0.7659574468085106,0.8977732793522267,0.9547900968783638,0.9254042775169535,0.9542213582250212,0.1501566535096025,0.2675955712397914,0.043762687358075314,models/buy_model_20250215_193625.txt,AAPL,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.09949281637570244, ""max_depth"": 12, ""min_data_in_leaf"": 74, ""min_sum_hessian_in_leaf"": 5, ""num_leaves"": 282}"
2025-02-15 19:39:19,0.8676470588235294,0.7044776119402985,0.7775947281713345,0.9002016129032258,0.961248654467169,0.9297241020301926,0.9564449014346994,0.1436018815863345,0.26451933581190806,0.0423508973521054,models/buy_model_20250215_193919.txt,AAPL,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.09674389187891982, ""max_depth"": 10, ""min_data_in_leaf"": 35, ""min_sum_hessian_in_leaf"": 7, ""num_leaves"": 216}"
2025-02-15 19:40:54,0.9878048780487805,0.9975369458128078,0.9926470588235294,0.9117647058823529,0.6739130434782609,0.775,0.985007496251874,0.020431957780853525,0.04555466918528454,0.014919225979244,models/buy_model_20250215_194054.txt,AAPL,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.09479764431442829, ""max_depth"": 8, ""min_data_in_leaf"": 33, ""min_sum_hessian_in_leaf"": 5, ""num_leaves"": 122}"
2025-02-15 19:42:14,0.9161931818181818,0.9443631039531479,0.9300648882480173,0.9321428571428572,0.8984509466437177,0.9149868536371604,0.9781161878217745,0.11638193373684651,0.2226555470703703,0.021532511681730315,models/buy_model_20250215_194214.txt,AAPL,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.07758826713488798, ""max_depth"": 12, ""min_data_in_leaf"": 25, ""min_sum_hessian_in_leaf"": 6, ""num_leaves"": 147}"
2025-02-15 19:44:34,0.9353876739562624,0.9771547248182763,0.9558151345860844,0.9147286821705426,0.7840531561461794,0.8443649373881932,0.9691647433442696,0.1044799232958746,0.1979836537642872,0.029411711654578565,models/buy_model_20250215_194434.txt,AAPL,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.09926218291190021, ""max_depth"": 12, ""min_data_in_leaf"": 52, ""min_sum_hessian_in_leaf"": 11, ""num_leaves"": 272}"
2025-02-15 19:55:14,0.9262295081967213,0.9461722488038278,0.936094674556213,0.8902439024390244,0.852803738317757,0.8711217183770883,0.9718647989983455,0.10985406620273781,0.21838413418029187,0.027470138504084085,models/buy_model_20250215_195514.txt,AAPL,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.09901093827754961, ""max_depth"": 12, ""min_data_in_leaf"": 46, ""min_sum_hessian_in_leaf"": 9, ""num_leaves"": 189}"
2025-02-15 20:42:24,0.9373088685015291,0.9094955489614244,0.9231927710843374,0.9,0.9305084745762712,0.915,0.9721520897248905,0.16000307202720732,0.2558313461997981,0.026585519951740744,models/buy_model_20250215_204224.txt,NVDA,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.060326291036745104, ""max_depth"": 11, ""min_data_in_leaf"": 33, ""min_sum_hessian_in_leaf"": 6, ""num_leaves"": 90}"
2025-02-15 20:56:34,0.9273827534039334,0.9094955489614244,0.9183520599250936,0.8988391376451078,0.9186440677966101,0.9086336965632859,0.9727279585575618,0.14617093177815202,0.2498829800915401,0.026328778874194048,models/buy_model_20250215_205634.txt,NVDA,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.07837770566856281, ""max_depth"": 11, ""min_data_in_leaf"": 20, ""min_sum_hessian_in_leaf"": 7, ""num_leaves"": 96}"
2025-02-15 21:01:11,0.9272727272727272,0.9080118694362018,0.9175412293853074,0.8973509933774835,0.9186440677966101,0.9078726968174204,0.9696927023085047,0.1757735265344041,0.2650144331741253,0.02738698062849987,models/buy_model_20250215_210111.txt,NVDA,ADX|ATR|Bear_Power|Bull_Power|CCI|Camarilla_R1|Camarilla_R2|Camarilla_R3|Camarilla_S1|Camarilla_S2|Camarilla_S3|Fib_R1|Fib_R2|Fib_S1|Fib_S2|High_14|Low_14|MACD|MACD_Hist|MACD_Signal|MA_10|MA_10_50_ratio|MA_200|MA_50|MA_50_200_ratio|Max_10|Max_100|Max_200|Max_21|Max_50|Min_10|Min_100|Min_100_Max_100_ratio|Min_200|Min_200_Max_200_ratio|Min_21|Min_50|Min_50_Max_50_ratio|Pivot|R1|R2|R3|ROC|RSI|S1|S2|S3|STOCHRSI_%D|STOCHRSI_%K|STOCH_%D|STOCH_%K|Ultimate_Osc|Williams_%R,53,"{""learning_rate"": 0.09911831334452822, ""max_depth"": 11, ""min_data_in_leaf"": 75, ""min_sum_hessian_in_leaf"": 11, ""num_leaves"": 135}"
